Date,Location,Stake,Ward/Branch,# of Adult Volunteers,# of Youth Volunteers,Donation Bags Collected,Time to Complete (min),Completed More Than One Route,Routes Completed,Doors in Route,Time Spent,Neighbourhood,Ward,Assessed Value,New Route Number/Name
2023-09-23 12:30,Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,3,30,62,0,2,200,63,ELLERSLIE,Karhiio Ward,797500,Gateway Stake 125
2023-09-23 12:30,Londonderry Chapel,Bonnie Doon Stake,Londonderry Ward,2,0,5,15,0,2,218,30.26904762,LONDONDERRY,,837500,Bonnie Doon Stake 103
2023-09-23 12:31,Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,1,21,35,0,2,139,32,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 126
2023-09-23 12:31,Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,4,50,45,0,2,236,60,ELLERSLIE,Karhiio Ward,797500,Gateway Stake 127
2023-09-23 12:32,Riverbend Stake Centre,Riverbend Stake,Rabbit Hill Ward,1,1,43,60,0,2,208,65,RABBIT HILL,,738854.8387,Riverbend Stake 46
2023-09-23 12:32,Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,3,25,40,0,2,118,48,SILVER BERRY,Sspomitapi Ward,162000,Gateway Stake 128
2023-09-23 12:32,Gateway Stake Centre,Gateway Stake,Silver Berry Ward,1,0,29,69,0,2,266,660,SILVER BERRY,Sspomitapi Ward,162000,Gateway Stake 129
2023-09-23 12:32,Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,0,40,65,0,2,239,655,ELLERSLIE,Karhiio Ward,797500,Gateway Stake 130
2023-09-23 12:33,Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,2,85,90,1,3,585,630,SILVER BERRY,Sspomitapi Ward,162000,Gateway Stake 131
2023-09-23 12:35,Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,1,30,40,1,2,165,90,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 132
2023-09-23 12:35,Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,1,18,26,0,2,201,25,ELLERSLIE,Karhiio Ward,797500,Gateway Stake 133
2023-09-23 12:35,Bearspaw Chapel,Bonnie Doon Stake,Strathcona Married Student Ward,1,0,13,60,0,2,194,61,STRATHCONA MARRIED STUDENT,,837500,Bonnie Doon Stake 104
2023-09-23 12:36,Gateway Stake Centre,Gateway Stake,Lee Ridge Ward,2,2,20,45,0,2,151,597,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 134
2023-09-23 12:36,North Stake Centre,Edmonton North Stake,Griesbach Ward,2,0,93,120,1,3,552,600,GRIESBACH,Anirniq Ward,6666500,Edmonton North Stake 36
2023-09-23 12:36,Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,3,22,40,0,2,118,680,SILVER BERRY,Sspomitapi Ward,162000,Gateway Stake 135
2023-09-23 12:36,Riverbend Stake Centre,Riverbend Stake,Drayton Valley Ward,4,0,80,120,1,4,400,90,DRAYTON VALLEY,,738854.8387,Riverbend Stake 47
2023-09-23 12:36,Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,2,29,45,0,2,342,45,SILVER BERRY,Sspomitapi Ward,162000,Gateway Stake 136
2023-09-23 12:37,Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,1,35,40,1,2,172,60,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 137
2023-09-23 12:37,Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,1,0,23,60,0,2,163,90,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 138
2023-09-23 12:37,Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,2,17,37,0,2,186,37,SILVER BERRY,Sspomitapi Ward,162000,Gateway Stake 139
2023-09-23 12:38,Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,2,0,22,30,0,2,145,45,SOUTHGATE,,837500,Bonnie Doon Stake 105
2023-09-23 12:38,Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,2,0,8,15,0,2,68,38,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,Riverbend Stake 48
2023-09-23 12:38,Bearspaw Chapel,Bonnie Doon Stake,Strathcona Married Student Ward,2,0,11,38,0,2,158,43,STRATHCONA MARRIED STUDENT,,837500,Bonnie Doon Stake 106
2023-09-23 12:39,Gateway Stake Centre,Gateway Stake,Silver Berry Ward,6,0,20,30,0,2,300,30,SILVER BERRY,Sspomitapi Ward,162000,Gateway Stake 140
2023-09-23 12:39,Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,2,3,60,90,1,2,257,630,SOUTHGATE,,837500,Bonnie Doon Stake 107
2023-09-23 12:39,Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,2,1,80,60,1,2,300,640,TERWILLEGAR PARK,,738854.8387,Riverbend Stake 49
2023-09-23 12:39,Londonderry Chapel,Bonnie Doon Stake,Clareview Ward,2,1,42,110,1,2,191,608,CLAREVIEW,,837500,Bonnie Doon Stake 108
2023-09-23 12:41,Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,3,32,30,0,2,157,675,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 141
2023-09-23 12:41,Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,2,2,54,90,0,2,350,100,WOODBEND,,738854.8387,Riverbend Stake 50
2023-09-23 12:41,Riverbend Stake Centre,Riverbend Stake,Rabbit Hill Ward,3,1,100,105,1,2,80,30.26904762,RABBIT HILL,,738854.8387,Riverbend Stake 51
2023-09-23 12:42,Londonderry Chapel,Bonnie Doon Stake,Clareview Ward,4,0,200,240,1,7,607,30.26904762,CLAREVIEW,,837500,Bonnie Doon Stake 109
2023-09-23 12:42,Londonderry Chapel,Bonnie Doon Stake,Clareview Ward,3,1,25,60,0,2,25,30.26904762,CLAREVIEW,,837500,Bonnie Doon Stake 110
2023-09-23 12:42,Gateway Stake Centre,Gateway Stake,Rio Vista Ward,2,1,45,60,1,2,36,54,RIO VISTA,,6706200.535,Gateway Stake 142
2023-09-23 12:42,Riverbend Stake Centre,Riverbend Stake,Rabbit Hill Ward,3,1,110,120,1,3,430,100,RABBIT HILL,,738854.8387,Riverbend Stake 52
2023-09-23 12:43,Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,2,0,58,75,1,3,194,70,SOUTHGATE,,837500,Bonnie Doon Stake 111
2023-09-23 12:43,Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,3,39,120,0,2,110,109,GREENFIELD,papastew Ward,295500,Riverbend Stake 53
2023-09-23 12:44,Gateway Stake Centre,Gateway Stake,Lee Ridge Ward,2,2,35,80,1,2,330,640,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 143
2023-09-23 12:44,Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,2,3,88,40,0,2,380,15,WOODBEND,,738854.8387,Riverbend Stake 54
2023-09-23 12:44,Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,1,3,12,30,0,2,142,690,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,Riverbend Stake 55
2023-09-23 12:45,Gateway Stake Centre,Gateway Stake,Silver Berry Ward,3,4,33,30,1,3,206,690,SILVER BERRY,Sspomitapi Ward,162000,Gateway Stake 144
2023-09-23 12:45,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,3,0,30,45,0,2,171,45,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 145
2023-09-23 12:46,North Stake Centre,Edmonton North Stake,Griesbach Ward,3,0,60,120,1,2,380,140,GRIESBACH,Anirniq Ward,6666500,Edmonton North Stake 37
2023-09-23 12:46,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,4,5,14,30,0,2,194,30,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 146
2023-09-23 12:47,Gateway Stake Centre,Gateway Stake,Lee Ridge Ward,2,0,23,25,0,2,160,25,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 147
2023-09-23 12:47,Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,1,45,90,1,1,180,90,ELLERSLIE,Karhiio Ward,797500,Gateway Stake 148
2023-09-23 12:47,Riverbend Stake Centre,Riverbend Stake,Rabbit Hill Ward,2,4,80,105,1,4,74,615,RABBIT HILL,,738854.8387,Riverbend Stake 56
2023-09-23 12:48,Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,2,3,20,45,0,2,147,45,SOUTHGATE,,837500,Bonnie Doon Stake 112
2023-09-23 12:48,Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,0,100,90,1,2,500,625,GREENFIELD,papastew Ward,295500,Riverbend Stake 57
2023-09-23 12:48,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,3,0,8,30,0,2,60,30,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 149
2023-09-23 12:49,Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,5,0,28,60,1,2,260,92,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,Riverbend Stake 58
2023-09-23 12:49,Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,3,4,14,60,1,2,147,85,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 150
2023-09-23 12:49,Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,2,2,65,80,1,2,200,80,WOODBEND,,738854.8387,Riverbend Stake 59
2023-09-23 12:50,Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,3,4,25,35,1,2,166,634,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 151
2023-09-23 12:50,Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,2,2,67,60,1,2,377,60,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,Riverbend Stake 60
2023-09-23 12:51,Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,3,0,34,90,1,2,246,630,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,Riverbend Stake 61
2023-09-23 12:51,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,4,9,32,75,0,2,178,75,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 152
2023-09-23 12:51,Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,1,25,25,0,2,226,25,ELLERSLIE,Karhiio Ward,797500,Gateway Stake 153
2023-09-23 12:52,Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,1,1,125,150,1,3,650,170,TERWILLEGAR PARK,,738854.8387,Riverbend Stake 62
2023-09-23 12:53,North Stake Centre,Edmonton North Stake,Namao Ward,2,2,145,150,1,5,2500,570,NAMAO,,6666500,Edmonton North Stake 38
2023-09-23 12:53,Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,2,2,40,75,0,2,215,655,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,Riverbend Stake 63
2023-09-23 12:55,Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,3,3,40,60,1,2,280,60,TERWILLEGAR PARK,,738854.8387,Riverbend Stake 64
2023-09-23 12:55,Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,2,0,20,70,0,2,160,75,WOODBEND,,738854.8387,Riverbend Stake 65
2023-09-23 12:56,Riverbend Stake Centre,Riverbend Stake,Rabbit Hill Ward,4,0,65,60,0,2,300,605,RABBIT HILL,,738854.8387,Riverbend Stake 66
2023-09-23 12:56,Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,2,52,125,1,3,324,105,CRAWFORD PLAINS,Sspomitapi Ward,140000,Gateway Stake 154
2023-09-23 12:56,Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,0,2,20,120,1,2,163,655,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 155
2023-09-23 12:56,Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,0,2,20,60,1,2,168,65,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 156
2023-09-23 12:57,Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,2,37,140,1,3,321,140,CRAWFORD PLAINS,Sspomitapi Ward,140000,Gateway Stake 157
2023-09-23 12:59,Riverbend Stake Centre,Riverbend Stake,Rabbit Hill Ward,4,0,56,120,1,2,200,103,RABBIT HILL,,738854.8387,Riverbend Stake 67
2023-09-23 12:59,Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,2,0,35,90,1,2,240,75,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,Riverbend Stake 68
2023-09-23 13:00,North Stake Centre,Edmonton North Stake,Namao Ward,1,3,22,40,0,2,172,40,NAMAO,,6666500,Edmonton North Stake 39
2023-09-23 13:01,Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,5,39,45,1,2,466,45,ELLERSLIE,Karhiio Ward,797500,Gateway Stake 158
2023-09-23 13:01,Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,1,0,18,120,1,2,40,120,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 159
2023-09-23 13:02,Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,3,0,22,1.5,1,2,158,180,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 160
2023-09-23 13:03,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,1,4,41,25,0,2,260,70,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 161
2023-09-23 13:05,Riverbend Stake Centre,Riverbend Stake,Rabbit Hill Ward,1,0,25,80,1,2,273,615,RABBIT HILL,,738854.8387,Riverbend Stake 69
2023-09-23 13:05,Londonderry Chapel,Bonnie Doon Stake,Clareview Ward,2,0,1,30,0,2,100,754,CLAREVIEW,,837500,Bonnie Doon Stake 113
2023-09-23 13:06,Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,2,10,30,0,2,205,750,ELLERSLIE,Karhiio Ward,797500,Gateway Stake 162
2023-09-23 13:06,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,2,3,42,30,0,2,95,53,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 163
2023-09-23 13:08,Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,5,25,45,0,2,200,45,ELLERSLIE,Karhiio Ward,797500,Gateway Stake 164
2023-09-23 13:12,North Stake Centre,Edmonton North Stake,Griesbach Ward,2,0,70,150,1,3,400,120,GRIESBACH,Anirniq Ward,6666500,Edmonton North Stake 40
2023-09-23 13:16,North Stake Centre,Edmonton North Stake,Griesbach Ward,2,0,69,150,1,3,400,145,GRIESBACH,Anirniq Ward,6666500,Edmonton North Stake 41
2023-09-23 13:16,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,33,4,19,20,1,2,109,20,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 165
2023-09-23 13:18,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,1,4,12,20,1,2,178,20,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 166
2023-09-23 13:20,North Stake Centre,Edmonton North Stake,Namao Ward,2,0,45,170,0,2,316,165,NAMAO,,6666500,Edmonton North Stake 42
2023-09-23 13:23,North Stake Centre,Edmonton North Stake,Griesbach Ward,1,0,17,15,0,2,140,15,GRIESBACH,Anirniq Ward,6666500,Edmonton North Stake 43
2023-09-23 13:23,North Stake Centre,Edmonton North Stake,Namao Ward,1,4,24,40,0,2,211,680,NAMAO,,6666500,Edmonton North Stake 44
2023-09-23 13:25,Gateway Stake Centre,Gateway Stake,Silver Berry Ward,1,3,77,120,1,2,472,120,SILVER BERRY,Sspomitapi Ward,162000,Gateway Stake 167
2023-09-23 13:26,Gateway Stake Centre,Gateway Stake,Silver Berry Ward,1,1,14,45,0,2,150,45,SILVER BERRY,Sspomitapi Ward,162000,Gateway Stake 168
2023-09-23 13:29,Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,2,124,165,1,6,759,165,CRAWFORD PLAINS,Sspomitapi Ward,140000,Gateway Stake 169
2023-09-23 13:29,Riverbend Stake Centre,Riverbend Stake,Woodbend Ward,2,3,25,45,0,2,150,75,WOODBEND,,738854.8387,Riverbend Stake 70
2023-09-23 13:30,Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,1,2,15,45,1,2,162,110,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 170
2023-09-23 13:30,Gateway Stake Centre,Gateway Stake,Rio Vista Ward,5,8,33,80,1,3,397,80,RIO VISTA,,6706200.535,Gateway Stake 171
2023-09-23 13:32,Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,1,50,135,1,2,419,135,ELLERSLIE,Karhiio Ward,797500,Gateway Stake 172
2023-09-23 13:32,Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,1,2,25,45,0,2,160,120,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 173
2023-09-23 13:34,Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,1,1,12,60,0,2,92,60,CRAWFORD PLAINS,Sspomitapi Ward,140000,Gateway Stake 174
2023-09-23 13:46,Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,2,20,60,0,2,197,60,ELLERSLIE,Karhiio Ward,797500,Gateway Stake 175
2023-09-23 13:47,Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,1,14,90,0,2,147,90,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 176
2023-09-23 13:48,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,1,4,13,35,0,2,177,40,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 177
2023-09-23 13:55,Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,3,2,68,112,1,3,466,575,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 178
2023-09-23 13:58,Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,5,3,555,90,1,3,200,90,SOUTHGATE,,837500,Bonnie Doon Stake 114
2023-09-23 14:21,Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,1,0,17,30,0,2,13,35,SOUTHGATE,,837500,Bonnie Doon Stake 115
2023-09-23 14:25,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,2,0,19,45,0,2,110,220,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 179
2023-09-23 14:27,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,2,2,32,60,0,2,174,645,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 180
2023-09-23 14:42,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,2,0,16,20,0,2,67,30,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 181
2023-09-23 15:40,Gateway Stake Centre,Gateway Stake,Silver Berry Ward,38,2,29,45,1,2,339,45,SILVER BERRY,Sspomitapi Ward,162000,Gateway Stake 182
2023-09-23 15:42,Gateway Stake Centre,Gateway Stake,Silver Berry Ward,2,2,17,37,1,2,197,37,SILVER BERRY,Sspomitapi Ward,162000,Gateway Stake 183
2023-09-23 16:48,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,2,0,20,60,0,2,123,660,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 184
2023-09-23 19:01,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,2,3,49,60,1,2,241,89,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 185
2023-09-23 19:02,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,2,0,21,40,0,2,109,40,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 186
2023-09-23 19:05,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,2,2,25,10,0,2,190,50,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 187
2023-09-23 19:19,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,3,4,40,35,0,2,155,180,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 188
2023-09-23 19:26,Parkland (Spruce Grove/Stony Plain),Edmonton North Stake,Stony Plain Ward,2,5,20,20,0,2,115,150,STONY PLAIN,,6666500,Edmonton North Stake 45
2023-09-23 19:54,Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,10,29,40,1,3,200,40,GREENFIELD,papastew Ward,295500,Riverbend Stake 71
2023-09-23 19:57,Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,2,4,29,40,1,3,174,40,TERWILLEGAR PARK,,738854.8387,Riverbend Stake 72
2023-09-23 19:59,Riverbend Stake Centre,Riverbend Stake,Terwillegar Park Ward,2,4,39,80,1,3,262,80,TERWILLEGAR PARK,,738854.8387,Riverbend Stake 73
2023-09-23 19:59,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,2,2,25,75,0,2,202,75,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 189
2023-09-23 21:44,Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,4,5,34,55,0,2,157,55,SOUTHGATE,,837500,Bonnie Doon Stake 116
2023-09-23 22:22,Bearspaw Chapel,Gateway Stake,Lee Ridge Ward,2,0,28,70,0,2,142,60,LEE RIDGE,Karhiio Ward,28618500,Gateway Stake 190
2023-09-23 22:56,Gateway Stake Centre,Gateway Stake,Crawford Plains Ward,2,0,150,150,1,6,194,150,CRAWFORD PLAINS,Sspomitapi Ward,140000,Gateway Stake 191
2023-09-24 7:41,Parkland (Spruce Grove/Stony Plain),Edmonton North Stake,Stony Plain Ward,1,0,16,30,0,2,194,30,STONY PLAIN,,6666500,Edmonton North Stake 46
2023-09-24 9:22,Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,4,0,14,45,0,2,13,45,SOUTHGATE,,837500,Bonnie Doon Stake 117
2023-09-24 13:37,Bearspaw Chapel,Gateway Stake,Blackmud Creek Ward,2,0,22,60,0,2,194,630,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,Gateway Stake 192
2023-09-24 14:04,Parkland (Spruce Grove/Stony Plain),Edmonton North Stake,Stony Plain Ward,2,0,29,60,1,3,240,120,STONY PLAIN,,6666500,Edmonton North Stake 47
2023-09-24 17:58,Bearspaw Chapel,Bonnie Doon Stake,Southgate Ward,1,4,30,30,0,2,130,30,SOUTHGATE,,837500,Bonnie Doon Stake 118
2023-09-24 21:45,Parkland (Spruce Grove/Stony Plain),Edmonton North Stake,Stony Plain Ward,2,0,140,30,0,2,130,60,STONY PLAIN,,6666500,Edmonton North Stake 48
2023-09-24 23:04,Morinville,Edmonton North Stake,Namao Ward,2,8,0,105,1,2,525,100,NAMAO,,6666500,Edmonton North Stake 49
2023-09-25 15:09,Parkland (Spruce Grove/Stony Plain),Edmonton North Stake,Stony Plain Ward,0,0,8,90,1,2,194,90,STONY PLAIN,,6666500,Edmonton North Stake 50
2023-09-26 15:08,Bonnie Doon Stake Centre,Bonnie Doon Stake,Strathcona Married Student Ward,2,1,9,10,0,2,40,36,STRATHCONA MARRIED STUDENT,,837500,Bonnie Doon Stake 119
2023-09-26 15:10,Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,1,2,24,20,1,2,120,43,FOREST HEIGHTS,M̩tis Ward,837500,Bonnie Doon Stake 120
2023-09-26 15:12,Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,2,1,16,30,0,2,130,41,FOREST HEIGHTS,M̩tis Ward,837500,Bonnie Doon Stake 121
2023-09-26 15:13,Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,3,0,14,30,0,2,110,51,FOREST HEIGHTS,M̩tis Ward,837500,Bonnie Doon Stake 122
2023-09-26 15:14,Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,2,0,6,10,0,2,60,45,FOREST HEIGHTS,M̩tis Ward,837500,Bonnie Doon Stake 123
2023-09-26 15:16,Bonnie Doon Stake Centre,Bonnie Doon Stake,Strathcona Married Student Ward,2,0,12,20,0,2,66,41,STRATHCONA MARRIED STUDENT,,837500,Bonnie Doon Stake 124
2023-09-26 15:17,Bonnie Doon Stake Centre,Bonnie Doon Stake,Connors Hill Ward,1,0,7,25,0,2,100,35,CONNORS HILL,,837500,Bonnie Doon Stake 125
2023-09-26 15:18,Bonnie Doon Stake Centre,Bonnie Doon Stake,Connors Hill Ward,3,0,28,90,0,2,65,65,CONNORS HILL,,837500,Bonnie Doon Stake 126
2023-09-26 15:47,Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,2,2,36,45,1,2,150,63,FOREST HEIGHTS,M̩tis Ward,837500,Bonnie Doon Stake 127
2023-09-26 19:46,Morinville,Edmonton North Stake,Namao Ward,1,3,80,240,1,2,420,240,NAMAO,,6666500,Edmonton North Stake 51
2023-09-27 8:41,Onoway,Edmonton North Stake,Onoway Ward,2,0,10,45,0,2,194,45,ONOWAY,,6666500,Edmonton North Stake 52
2023-09-27 14:24,North Stake Centre,Edmonton North Stake,Namao Ward,2,0,20,20,0,2,150,45,NAMAO,,6666500,Edmonton North Stake 53
2023-09-27 14:24,North Stake Centre,Edmonton North Stake,Namao Ward,2,0,20,20,0,2,150,45,NAMAO,,6666500,Edmonton North Stake 54
2023-09-28 20:44,Parkland (Spruce Grove/Stony Plain),Edmonton North Stake,Stony Plain Ward,2,4,51,60,1,2,194,120,STONY PLAIN,,6666500,Edmonton North Stake 55
2023-10-15 11:15,North Stake Centre,Edmonton North Stake,Griesbach Ward,3,0,78,2.5,1,3,600,150,GRIESBACH,Anirniq Ward,6666500,Edmonton North Stake 56
2024-09-10 16:03,Londonderry Chapel,Edmonton North Stake,Lago Lindo Branch,2,2,5,2,0,2,194,30.26904762,LAGO LINDO BRANCH,,6666500,Edmonton North Stake 57
